problem_id,similar_problem_id,similarity_score
MATHNET-0hn5,MATHNET-0h8n | MATHNET-0hfw | MATHNET-0joq | MATHNET-0542 | MATHNET-08kv | MATHNET-0juf | MATHNET-0ay0 | MATHNET-07vc | MATHNET-0ibi | MATHNET-02n7,0.9129 | 0.8553 | 0.8523 | 0.8401 | 0.8378 | 0.8320 | 0.8170 | 0.8142 | 0.8104 | 0.8102
MATHNET-0hog,MATHNET-09hf | MATHNET-0bn3 | MATHNET-01ef | MATHNET-064u | MATHNET-0dts | MATHNET-0aus | MATHNET-0gyd | MATHNET-08kv | MATHNET-03di | MATHNET-09iq,0.8810 | 0.8663 | 0.8567 | 0.8561 | 0.8391 | 0.8337 | 0.8335 | 0.8284 | 0.8269 | 0.8254
MATHNET-0hpb,MATHNET-0f3n | MATHNET-0fti | MATHNET-0fyo | MATHNET-0fk5 | MATHNET-06c9 | MATHNET-0hj7 | MATHNET-0g61 | MATHNET-0fw2 | MATHNET-0dw6 | MATHNET-0ef5,0.9012 | 0.8995 | 0.8902 | 0.8849 | 0.8548 | 0.8461 | 0.8321 | 0.8311 | 0.8299 | 0.8262
MATHNET-0hs2,MATHNET-0b84 | MATHNET-07w7 | MATHNET-0jxp | MATHNET-06fc | MATHNET-09ho | MATHNET-041i | MATHNET-00jk | MATHNET-0f9k | MATHNET-00xp | MATHNET-08nc,0.7836 | 0.7802 | 0.7691 | 0.7468 | 0.7301 | 0.7272 | 0.7255 | 0.7154 | 0.7115 | 0.7006
MATHNET-0hs4,MATHNET-0d9u | MATHNET-0iat | MATHNET-08wo | MATHNET-0jnd | MATHNET-09xc | MATHNET-01n3 | MATHNET-0b2x | MATHNET-07x2 | MATHNET-01dv | MATHNET-02eg,0.8408 | 0.8255 | 0.8132 | 0.8025 | 0.8018 | 0.7999 | 0.7970 | 0.7859 | 0.7804 | 0.7791
MATHNET-0hsp,MATHNET-09et | MATHNET-0et0 | MATHNET-06vc | MATHNET-0ed9 | MATHNET-04xs | MATHNET-07nk | MATHNET-0lco | MATHNET-0cu8 | MATHNET-0clz | MATHNET-0akk,0.8296 | 0.8262 | 0.8042 | 0.7844 | 0.7841 | 0.7752 | 0.7692 | 0.7213 | 0.7035 | 0.6759
MATHNET-0htx,MATHNET-007d | MATHNET-038o | MATHNET-0f3d | MATHNET-04ra | MATHNET-0h2a | MATHNET-0drf | MATHNET-0blq | MATHNET-037b | MATHNET-0ckb | MATHNET-04yy,0.8393 | 0.8210 | 0.8190 | 0.7927 | 0.7840 | 0.7840 | 0.7805 | 0.7773 | 0.7761 | 0.7747
MATHNET-0huk,MATHNET-0b48 | MATHNET-0jye | MATHNET-02ex | MATHNET-0bx8 | MATHNET-02gm | MATHNET-06nl | MATHNET-03nf | MATHNET-02ff | MATHNET-0j5i | MATHNET-0aae,0.7948 | 0.7571 | 0.7324 | 0.7290 | 0.7215 | 0.7196 | 0.7096 | 0.7060 | 0.7055 | 0.7033
MATHNET-0huv,MATHNET-0609 | MATHNET-0413 | MATHNET-0ag7 | MATHNET-05u0 | MATHNET-0dqf | MATHNET-05ra | MATHNET-0aj0 | MATHNET-0jxp | MATHNET-035k | MATHNET-0b84,0.8220 | 0.7882 | 0.7758 | 0.7393 | 0.7193 | 0.7108 | 0.7010 | 0.6958 | 0.6752 | 0.6711
MATHNET-0hvc,MATHNET-0gqo | MATHNET-02dy | MATHNET-07la | MATHNET-0d0s | MATHNET-07oo | MATHNET-0528 | MATHNET-0bg5 | MATHNET-0b1m | MATHNET-0hhz | MATHNET-0ibu,0.9446 | 0.9160 | 0.8991 | 0.8954 | 0.8923 | 0.8836 | 0.8560 | 0.8558 | 0.8459 | 0.8459
MATHNET-0hxe,MATHNET-0cz9 | MATHNET-01ef | MATHNET-00nu | MATHNET-09iq | MATHNET-0gyd | MATHNET-07o3 | MATHNET-06ct | MATHNET-0jx0 | MATHNET-0hog | MATHNET-0bxp,0.8812 | 0.8384 | 0.8373 | 0.8343 | 0.8326 | 0.8325 | 0.8313 | 0.8280 | 0.8208 | 0.8201
MATHNET-0hz2,MATHNET-0ko4 | MATHNET-0jqw | MATHNET-0j8y | MATHNET-0acd | MATHNET-0ka4 | MATHNET-0hfw | MATHNET-0iaq | MATHNET-0e08 | MATHNET-0b1m | MATHNET-0k97,0.9541 | 0.9116 | 0.9045 | 0.9037 | 0.8506 | 0.8503 | 0.8498 | 0.8457 | 0.8444 | 0.8425
MATHNET-0i0w,MATHNET-07ad | MATHNET-06dp | MATHNET-0b7n | MATHNET-07c0 | MATHNET-0d4o | MATHNET-072g | MATHNET-07mb | MATHNET-0akb | MATHNET-08kn | MATHNET-00ul,0.8636 | 0.8064 | 0.8049 | 0.8026 | 0.7653 | 0.7572 | 0.7523 | 0.7457 | 0.7424 | 0.7416
MATHNET-0i3q,MATHNET-02uo | MATHNET-0ef5 | MATHNET-02x1 | MATHNET-0g7r | MATHNET-06c9 | MATHNET-0jdx | MATHNET-0ft3 | MATHNET-0gda | MATHNET-05i6 | MATHNET-0g61,0.8702 | 0.8653 | 0.8391 | 0.8372 | 0.8358 | 0.8223 | 0.8220 | 0.8086 | 0.8063 | 0.8006
MATHNET-0i4x,MATHNET-0iy8 | MATHNET-084f | MATHNET-0iqa | MATHNET-0jxx | MATHNET-0jpj | MATHNET-0ab4 | MATHNET-0afj | MATHNET-0gii | MATHNET-0axe | MATHNET-0apd,0.8607 | 0.8333 | 0.8263 | 0.8261 | 0.8180 | 0.8124 | 0.7902 | 0.7864 | 0.7807 | 0.7804
MATHNET-0i5e,MATHNET-0jsa | MATHNET-0axv | MATHNET-043v | MATHNET-0jjl | MATHNET-0kq5 | MATHNET-0aw2 | MATHNET-0kt8 | MATHNET-0apw | MATHNET-0b1j | MATHNET-0j2y,0.8724 | 0.8590 | 0.8487 | 0.8339 | 0.8053 | 0.7985 | 0.7971 | 0.7730 | 0.7471 | 0.7460
MATHNET-0i5w,MATHNET-0103 | MATHNET-0fad | MATHNET-06nl | MATHNET-0aae | MATHNET-0d0r | MATHNET-071d | MATHNET-07j1 | MATHNET-0jv5 | MATHNET-06i3 | MATHNET-01kt,0.8702 | 0.8264 | 0.7746 | 0.7522 | 0.7415 | 0.7349 | 0.7280 | 0.7254 | 0.7100 | 0.7085
MATHNET-0i9p,MATHNET-0d92 | MATHNET-08nc | MATHNET-0le8 | MATHNET-06fc | MATHNET-0ksl | MATHNET-041i | MATHNET-07gp | MATHNET-0jxp | MATHNET-07w7 | MATHNET-0l9s,0.7886 | 0.7869 | 0.7833 | 0.7682 | 0.7481 | 0.7383 | 0.7165 | 0.6986 | 0.6986 | 0.6903
MATHNET-0i9x,MATHNET-077p | MATHNET-090m | MATHNET-0bzc | MATHNET-06ke | MATHNET-06xj | MATHNET-0784 | MATHNET-00hy | MATHNET-03qq | MATHNET-06tf | MATHNET-00h0,0.9147 | 0.8910 | 0.8876 | 0.8839 | 0.8746 | 0.8717 | 0.8692 | 0.8623 | 0.8565 | 0.8521
MATHNET-0ia7,MATHNET-0j2y | MATHNET-0em4 | MATHNET-0b1j | MATHNET-08x7 | MATHNET-0jht | MATHNET-0kqz | MATHNET-0axv | MATHNET-043v | MATHNET-0kq5 | MATHNET-0jjl,0.9414 | 0.9103 | 0.9071 | 0.8971 | 0.8331 | 0.8317 | 0.8219 | 0.8065 | 0.8012 | 0.7932
MATHNET-0iaq,MATHNET-0j8y | MATHNET-0jqw | MATHNET-0hls | MATHNET-0juf | MATHNET-0l5j | MATHNET-0hz2 | MATHNET-0kpf | MATHNET-0f88 | MATHNET-0ko4 | MATHNET-0542,0.9242 | 0.9077 | 0.8883 | 0.8526 | 0.8516 | 0.8498 | 0.8447 | 0.8371 | 0.8369 | 0.8342
MATHNET-0ias,MATHNET-01u3 | MATHNET-020y | MATHNET-04kx | MATHNET-07j1 | MATHNET-06au | MATHNET-0a4r | MATHNET-0759 | MATHNET-0k0l | MATHNET-07dr | MATHNET-0h1p,0.7216 | 0.7048 | 0.6763 | 0.6756 | 0.6546 | 0.6469 | 0.6424 | 0.6339 | 0.6242 | 0.6218
MATHNET-0iat,MATHNET-0hs4 | MATHNET-0c1d | MATHNET-092p | MATHNET-09xc | MATHNET-0d9u | MATHNET-07x2 | MATHNET-0b2x | MATHNET-08wo | MATHNET-09xk | MATHNET-0930,0.8255 | 0.7968 | 0.7942 | 0.7910 | 0.7886 | 0.7780 | 0.7739 | 0.7717 | 0.7707 | 0.7636
MATHNET-0ibi,MATHNET-08kv | MATHNET-00md | MATHNET-01rg | MATHNET-0bxl | MATHNET-0bn3 | MATHNET-007a | MATHNET-0hog | MATHNET-09hf | MATHNET-0hn5 | MATHNET-03di,0.9027 | 0.8489 | 0.8344 | 0.8317 | 0.8286 | 0.8263 | 0.8209 | 0.8162 | 0.8104 | 0.8102
MATHNET-0ibu,MATHNET-0hhz | MATHNET-0b1m | MATHNET-0jzx | MATHNET-07la | MATHNET-0a4k | MATHNET-0e08 | MATHNET-02dy | MATHNET-00mi | MATHNET-0hvc | MATHNET-0l0n,0.9844 | 0.8702 | 0.8676 | 0.8633 | 0.8621 | 0.8601 | 0.8523 | 0.8518 | 0.8459 | 0.8437
MATHNET-0icq,MATHNET-0k1e | MATHNET-0gk7 | MATHNET-0ec2 | MATHNET-0b9w | MATHNET-0am0 | MATHNET-0efy | MATHNET-0f0z | MATHNET-0irf | MATHNET-0h46 | MATHNET-01qj,0.6408 | 0.6050 | 0.6002 | 0.5822 | 0.5822 | 0.5750 | 0.5717 | 0.5637 | 0.5636 | 0.5636
MATHNET-0idn,MATHNET-0ihr | MATHNET-0d7d | MATHNET-0dau | MATHNET-0h9m | MATHNET-0djq | MATHNET-06fe | MATHNET-0hgo | MATHNET-0dqf | MATHNET-0ag7 | MATHNET-0f9k,0.8324 | 0.8124 | 0.7905 | 0.7818 | 0.7748 | 0.7692 | 0.7638 | 0.7268 | 0.7080 | 0.6884
MATHNET-0idy,MATHNET-0if1 | MATHNET-04ra | MATHNET-0dz5 | MATHNET-0blq | MATHNET-0htx | MATHNET-0a95 | MATHNET-0jfo | MATHNET-07n4 | MATHNET-007d | MATHNET-0ckb,0.9027 | 0.7878 | 0.7650 | 0.7535 | 0.7500 | 0.7472 | 0.7393 | 0.7342 | 0.7279 | 0.7264
MATHNET-0ie4,MATHNET-0e08 | MATHNET-0b1m | MATHNET-07oo | MATHNET-0ko4 | MATHNET-0d0s | MATHNET-0gqo | MATHNET-0hz2 | MATHNET-0jqw | MATHNET-0kpx | MATHNET-0f42,0.8402 | 0.8362 | 0.8189 | 0.8008 | 0.7997 | 0.7937 | 0.7916 | 0.7835 | 0.7827 | 0.7825
MATHNET-0iew,MATHNET-0jht | MATHNET-03us | MATHNET-08x7 | MATHNET-0kqz | MATHNET-0kq5 | MATHNET-0if1 | MATHNET-0idy | MATHNET-0em4 | MATHNET-0dz5 | MATHNET-0kzt,0.6341 | 0.6288 | 0.6221 | 0.6220 | 0.6215 | 0.6213 | 0.6182 | 0.6179 | 0.6161 | 0.6131
MATHNET-0if1,MATHNET-0idy | MATHNET-0dz5 | MATHNET-04ra | MATHNET-0blq | MATHNET-0htx | MATHNET-07n4 | MATHNET-0ckb | MATHNET-0a95 | MATHNET-007d | MATHNET-0b7y,0.9027 | 0.8182 | 0.7979 | 0.7762 | 0.7688 | 0.7573 | 0.7532 | 0.7458 | 0.7436 | 0.7407
MATHNET-0ig4,MATHNET-03f4 | MATHNET-0bnh | MATHNET-0ena | MATHNET-0inz | MATHNET-03bq | MATHNET-0a5l | MATHNET-07vc | MATHNET-08y6 | MATHNET-06mm | MATHNET-0jp5,0.8497 | 0.8103 | 0.8039 | 0.8037 | 0.7998 | 0.7962 | 0.7864 | 0.7776 | 0.7728 | 0.7726
MATHNET-0ig6,MATHNET-0h3e | MATHNET-0ii2 | MATHNET-0dw6 | MATHNET-0h3p | MATHNET-0hj7 | MATHNET-02ca | MATHNET-0g7r | MATHNET-014t | MATHNET-0irf | MATHNET-0h46,0.9432 | 0.9344 | 0.9147 | 0.9034 | 0.8580 | 0.8511 | 0.8466 | 0.8428 | 0.8404 | 0.8400
MATHNET-0ihr,MATHNET-0djq | MATHNET-0idn | MATHNET-0d7d | MATHNET-0dau | MATHNET-06fe | MATHNET-0hgo | MATHNET-0h9m | MATHNET-0ag7 | MATHNET-0f9k | MATHNET-09ho,0.8455 | 0.8324 | 0.8204 | 0.8012 | 0.7898 | 0.7890 | 0.7646 | 0.7006 | 0.7003 | 0.6991
MATHNET-0ii2,MATHNET-0h3e | MATHNET-0ig6 | MATHNET-0dw6 | MATHNET-0h46 | MATHNET-0irf | MATHNET-01qj | MATHNET-0h3p | MATHNET-0hj7 | MATHNET-02x1 | MATHNET-014t,0.9364 | 0.9344 | 0.9196 | 0.8794 | 0.8764 | 0.8756 | 0.8715 | 0.8624 | 0.8570 | 0.8566
MATHNET-0iic,MATHNET-0c66 | MATHNET-0dqz | MATHNET-0g45 | MATHNET-00ps | MATHNET-03e9 | MATHNET-04ru | MATHNET-00ny | MATHNET-01qs | MATHNET-05bk | MATHNET-03ln,0.8390 | 0.8389 | 0.8378 | 0.8373 | 0.8337 | 0.8215 | 0.8211 | 0.8118 | 0.8113 | 0.8110
MATHNET-0ij0,MATHNET-0cc6 | MATHNET-09z8 | MATHNET-0aj5 | MATHNET-01ub | MATHNET-03w7 | MATHNET-09af | MATHNET-0law | MATHNET-0157 | MATHNET-0kqa | MATHNET-00k4,0.8354 | 0.8349 | 0.8165 | 0.8086 | 0.8037 | 0.7987 | 0.7862 | 0.7843 | 0.7820 | 0.7810
MATHNET-0ijk,MATHNET-0akb | MATHNET-020t | MATHNET-00ac | MATHNET-03z3 | MATHNET-0jtz | MATHNET-0gdx | MATHNET-0a2l | MATHNET-02h7 | MATHNET-07mb | MATHNET-0b7n,0.8288 | 0.8065 | 0.8031 | 0.7951 | 0.7749 | 0.7737 | 0.7677 | 0.7642 | 0.7616 | 0.7575
MATHNET-0ikl,MATHNET-0gtj | MATHNET-02f2 | MATHNET-0adb | MATHNET-0fev | MATHNET-0il8 | MATHNET-00kp | MATHNET-0h27 | MATHNET-0feu | MATHNET-0jw5 | MATHNET-0dw6,0.9176 | 0.9110 | 0.8896 | 0.8581 | 0.8515 | 0.8509 | 0.8398 | 0.8340 | 0.8292 | 0.8274
MATHNET-0il8,MATHNET-0fyx | MATHNET-0ikl | MATHNET-0gtj | MATHNET-0bml | MATHNET-0ads | MATHNET-0fev | MATHNET-09cc | MATHNET-02f2 | MATHNET-067b | MATHNET-0apq,0.8524 | 0.8515 | 0.8464 | 0.8331 | 0.8162 | 0.8106 | 0.8050 | 0.8032 | 0.7998 | 0.7969
MATHNET-0ilv,MATHNET-048d | MATHNET-07gg | MATHNET-0agp | MATHNET-0cus | MATHNET-00qi | MATHNET-07xw | MATHNET-0bis | MATHNET-06jk | MATHNET-0cgo | MATHNET-0kto,0.8111 | 0.7810 | 0.7573 | 0.6962 | 0.6938 | 0.6568 | 0.6481 | 0.6471 | 0.6431 | 0.6367
MATHNET-0ing,MATHNET-0cm5 | MATHNET-04v9 | MATHNET-05dg | MATHNET-0bhh | MATHNET-0kx0 | MATHNET-07cc | MATHNET-020e | MATHNET-0eud | MATHNET-0h61 | MATHNET-04vh,0.9275 | 0.8724 | 0.8711 | 0.8491 | 0.8438 | 0.8411 | 0.8058 | 0.8016 | 0.8014 | 0.7796
MATHNET-0inh,MATHNET-090m | MATHNET-06ke | MATHNET-0bzc | MATHNET-0479 | MATHNET-077p | MATHNET-0i9x | MATHNET-07gw | MATHNET-06xj | MATHNET-03ln | MATHNET-077k,0.8806 | 0.8557 | 0.8521 | 0.8478 | 0.8465 | 0.8445 | 0.8425 | 0.8356 | 0.8313 | 0.8310
MATHNET-0inz,MATHNET-08y6 | MATHNET-03di | MATHNET-0est | MATHNET-07r9 | MATHNET-00md | MATHNET-03zv | MATHNET-0ena | MATHNET-03f4 | MATHNET-0azg | MATHNET-0bmx,0.8918 | 0.8665 | 0.8610 | 0.8558 | 0.8534 | 0.8311 | 0.8292 | 0.8283 | 0.8149 | 0.8126
MATHNET-0iqa,MATHNET-084f | MATHNET-0kbi | MATHNET-0i4x | MATHNET-0jxx | MATHNET-0ab4 | MATHNET-0iy8 | MATHNET-0afj | MATHNET-024e | MATHNET-08bm | MATHNET-02xf,0.9401 | 0.8597 | 0.8263 | 0.8135 | 0.7949 | 0.7885 | 0.7582 | 0.7548 | 0.7509 | 0.7404
MATHNET-0iqf,MATHNET-039t | MATHNET-0542 | MATHNET-0kpf | MATHNET-0ay0 | MATHNET-0juf | MATHNET-0l5j | MATHNET-0j8y | MATHNET-0h8n | MATHNET-0jqw | MATHNET-0joq,0.9892 | 0.9076 | 0.8800 | 0.8778 | 0.8705 | 0.8550 | 0.8521 | 0.8490 | 0.8441 | 0.8397
MATHNET-0irf,MATHNET-0h46 | MATHNET-01qj | MATHNET-02x1 | MATHNET-0ii2 | MATHNET-0dw6 | MATHNET-00kp | MATHNET-0ig6 | MATHNET-0h3e | MATHNET-0fti | MATHNET-0f3n,0.9774 | 0.9750 | 0.8834 | 0.8764 | 0.8604 | 0.8449 | 0.8404 | 0.8330 | 0.8324 | 0.8318
MATHNET-0iwd,MATHNET-0j09 | MATHNET-0jet | MATHNET-024e | MATHNET-02xf | MATHNET-02jz | MATHNET-0jfs | MATHNET-042z | MATHNET-0kbi | MATHNET-084f | MATHNET-0iqa,0.9594 | 0.8934 | 0.8107 | 0.7762 | 0.7541 | 0.7194 | 0.7029 | 0.6794 | 0.6783 | 0.6670
MATHNET-0iy8,MATHNET-0ab4 | MATHNET-0jxx | MATHNET-0i4x | MATHNET-0jpj | MATHNET-09wj | MATHNET-0axe | MATHNET-0apd | MATHNET-0gii | MATHNET-0afj | MATHNET-084f,0.8794 | 0.8694 | 0.8607 | 0.8404 | 0.8310 | 0.8112 | 0.8082 | 0.8022 | 0.7944 | 0.7886
MATHNET-0iyz,MATHNET-00a6 | MATHNET-0325 | MATHNET-07n6 | MATHNET-071o | MATHNET-00ok | MATHNET-07du | MATHNET-0bd7 | MATHNET-00g4 | MATHNET-0kto | MATHNET-032t,0.7886 | 0.7654 | 0.7618 | 0.7561 | 0.7445 | 0.7432 | 0.7391 | 0.7338 | 0.7335 | 0.7174
MATHNET-0j09,MATHNET-0iwd | MATHNET-0jet | MATHNET-024e | MATHNET-02xf | MATHNET-02jz | MATHNET-0jfs | MATHNET-042z | MATHNET-0kbi | MATHNET-084f | MATHNET-0iqa,0.9594 | 0.8691 | 0.8061 | 0.7621 | 0.7491 | 0.7213 | 0.7045 | 0.6749 | 0.6748 | 0.6659
MATHNET-0j0k,MATHNET-06j5 | MATHNET-0f3f | MATHNET-00xp | MATHNET-0b84 | MATHNET-0dqf | MATHNET-0553 | MATHNET-0jxp | MATHNET-07gp | MATHNET-0f9k | MATHNET-00nm,0.9311 | 0.8241 | 0.7465 | 0.7138 | 0.6884 | 0.6755 | 0.6718 | 0.6716 | 0.6710 | 0.6708
MATHNET-0j12,MATHNET-071d | MATHNET-0dfz | MATHNET-06nl | MATHNET-0fad | MATHNET-0gy1 | MATHNET-0103 | MATHNET-0jv5 | MATHNET-08im | MATHNET-0cey | MATHNET-0k0z,0.7643 | 0.7615 | 0.7377 | 0.7229 | 0.7183 | 0.7154 | 0.7081 | 0.7039 | 0.7032 | 0.7028
MATHNET-0j20,MATHNET-00fc | MATHNET-09vr | MATHNET-07xw | MATHNET-0kf4 | MATHNET-0bo4 | MATHNET-09ad | MATHNET-0ck8 | MATHNET-0e06 | MATHNET-0e0d | MATHNET-0kw5,0.6162 | 0.6162 | 0.6087 | 0.6043 | 0.6000 | 0.5995 | 0.5935 | 0.5928 | 0.5925 | 0.5923
MATHNET-0j2y,MATHNET-0b1j | MATHNET-0ia7 | MATHNET-0em4 | MATHNET-08x7 | MATHNET-0axv | MATHNET-043v | MATHNET-0jht | MATHNET-0jjl | MATHNET-0kt8 | MATHNET-0kqz,0.9468 | 0.9414 | 0.8871 | 0.8510 | 0.8340 | 0.8292 | 0.8153 | 0.8141 | 0.7921 | 0.7919
MATHNET-0j3m,MATHNET-0397 | MATHNET-06ze | MATHNET-0bx8 | MATHNET-00ul | MATHNET-08pg | MATHNET-01dv | MATHNET-0h1p | MATHNET-01kt | MATHNET-06i3 | MATHNET-00nb,0.8677 | 0.8519 | 0.8058 | 0.8047 | 0.8032 | 0.7968 | 0.7939 | 0.7920 | 0.7843 | 0.7806
MATHNET-0j4z,MATHNET-065e | MATHNET-00by | MATHNET-0agx | MATHNET-0a9f | MATHNET-0bwb | MATHNET-06h1 | MATHNET-0bmd | MATHNET-0adi | MATHNET-0k4h | MATHNET-0avj,0.8754 | 0.8494 | 0.8456 | 0.8439 | 0.8338 | 0.8312 | 0.8297 | 0.8285 | 0.8182 | 0.8182
MATHNET-0j50,MATHNET-0kpx | MATHNET-00p6 | MATHNET-00nu | MATHNET-03zv | MATHNET-0hc1 | MATHNET-07r9 | MATHNET-00mi | MATHNET-07o3 | MATHNET-0jzx | MATHNET-0a4k,0.8787 | 0.8757 | 0.8679 | 0.8673 | 0.8627 | 0.8409 | 0.8385 | 0.8381 | 0.8271 | 0.8255
MATHNET-0j5i,MATHNET-01bf | MATHNET-0b48 | MATHNET-0bx8 | MATHNET-049z | MATHNET-02ex | MATHNET-0500 | MATHNET-08kn | MATHNET-02ff | MATHNET-08pg | MATHNET-0j3m,0.8438 | 0.7952 | 0.7907 | 0.7795 | 0.7761 | 0.7631 | 0.7620 | 0.7499 | 0.7459 | 0.7425
MATHNET-0j6t,MATHNET-09ad | MATHNET-0b2t | MATHNET-00fc | MATHNET-0bd7 | MATHNET-01ug | MATHNET-00ok | MATHNET-07nh | MATHNET-06jk | MATHNET-0kf4 | MATHNET-078n,0.8167 | 0.8016 | 0.7859 | 0.7783 | 0.7773 | 0.7659 | 0.7582 | 0.7509 | 0.7410 | 0.7386
MATHNET-0j86,MATHNET-03us | MATHNET-0cgo | MATHNET-038o | MATHNET-0f8j | MATHNET-08io | MATHNET-04ra | MATHNET-0a95 | MATHNET-00ug | MATHNET-0dz5 | MATHNET-0b7y,0.8452 | 0.7971 | 0.7938 | 0.7924 | 0.7919 | 0.7743 | 0.7549 | 0.7516 | 0.7473 | 0.7404
MATHNET-0j8y,MATHNET-0jqw | MATHNET-0iaq | MATHNET-0hz2 | MATHNET-0ko4 | MATHNET-0hls | MATHNET-0f88 | MATHNET-039t | MATHNET-0acd | MATHNET-0iqf | MATHNET-0juf,0.9542 | 0.9242 | 0.9045 | 0.8972 | 0.8726 | 0.8587 | 0.8550 | 0.8528 | 0.8521 | 0.8494
MATHNET-0j9k,MATHNET-06nj | MATHNET-009s | MATHNET-0jtz | MATHNET-0czk | MATHNET-04vh | MATHNET-0dxz | MATHNET-0710 | MATHNET-07uh | MATHNET-0ax4 | MATHNET-056b,0.8320 | 0.7936 | 0.7844 | 0.7803 | 0.7736 | 0.7733 | 0.7716 | 0.7672 | 0.7666 | 0.7654
MATHNET-0jag,MATHNET-0hax | MATHNET-0cwk | MATHNET-04iz | MATHNET-0jxw | MATHNET-01ud | MATHNET-08tg | MATHNET-06ts | MATHNET-0l68 | MATHNET-01b7 | MATHNET-051m,0.6320 | 0.6254 | 0.6203 | 0.6140 | 0.6084 | 0.6017 | 0.5976 | 0.5956 | 0.5945 | 0.5856
MATHNET-0jar,MATHNET-0l5j | MATHNET-0juf | MATHNET-0fam | MATHNET-0kpf | MATHNET-0joq | MATHNET-0iaq | MATHNET-0h8n | MATHNET-0hn5 | MATHNET-0542 | MATHNET-0gx3,0.8167 | 0.8033 | 0.7927 | 0.7823 | 0.7813 | 0.7785 | 0.7750 | 0.7663 | 0.7589 | 0.7576
MATHNET-0jc8,MATHNET-037b | MATHNET-0hjb | MATHNET-0jh7 | MATHNET-0kw5 | MATHNET-0l31 | MATHNET-0h2a | MATHNET-03ma | MATHNET-0dla | MATHNET-078n | MATHNET-032t,0.8039 | 0.8025 | 0.8004 | 0.7968 | 0.7849 | 0.7816 | 0.7700 | 0.7644 | 0.7626 | 0.7542
MATHNET-0jcv,MATHNET-0jt8 | MATHNET-0d7c | MATHNET-0cwp | MATHNET-00ba | MATHNET-0cjq | MATHNET-04aq | MATHNET-0bvn | MATHNET-08yo | MATHNET-0dad | MATHNET-02gm,0.7695 | 0.7214 | 0.7016 | 0.6937 | 0.6910 | 0.6771 | 0.6718 | 0.6673 | 0.6593 | 0.6494
MATHNET-0jdx,MATHNET-014t | MATHNET-0gda | MATHNET-0az2 | MATHNET-05j5 | MATHNET-02x1 | MATHNET-05qs | MATHNET-0ef5 | MATHNET-02xm | MATHNET-0dw6 | MATHNET-0g7r,0.9068 | 0.8763 | 0.8742 | 0.8622 | 0.8506 | 0.8454 | 0.8366 | 0.8330 | 0.8287 | 0.8281
MATHNET-0je9,MATHNET-07cj | MATHNET-0677 | MATHNET-07cz | MATHNET-074g | MATHNET-00a6 | MATHNET-0325 | MATHNET-07n6 | MATHNET-09vr | MATHNET-0kto | MATHNET-071o,0.7597 | 0.7584 | 0.7577 | 0.7561 | 0.7363 | 0.7254 | 0.7200 | 0.6890 | 0.6809 | 0.6798
MATHNET-0jet,MATHNET-0iwd | MATHNET-0j09 | MATHNET-024e | MATHNET-02xf | MATHNET-02jz | MATHNET-0jfs | MATHNET-042z | MATHNET-0kbi | MATHNET-084f | MATHNET-084e,0.8934 | 0.8691 | 0.7748 | 0.7510 | 0.7445 | 0.6954 | 0.6787 | 0.6603 | 0.6553 | 0.6471
MATHNET-0jfo,MATHNET-0hjb | MATHNET-0dsa | MATHNET-0idy | MATHNET-0f0z | MATHNET-0if1 | MATHNET-0htx | MATHNET-0jld | MATHNET-0f3d | MATHNET-0f8j | MATHNET-0h2a,0.7779 | 0.7639 | 0.7393 | 0.7385 | 0.7264 | 0.7260 | 0.7244 | 0.7241 | 0.7146 | 0.7131
MATHNET-0jfs,MATHNET-042z | MATHNET-0kq5 | MATHNET-0jsa | MATHNET-0j09 | MATHNET-0iwd | MATHNET-024e | MATHNET-0apw | MATHNET-0i5e | MATHNET-0kig | MATHNET-02xf,0.8039 | 0.7304 | 0.7236 | 0.7213 | 0.7194 | 0.7172 | 0.7100 | 0.7021 | 0.7008 | 0.6993
MATHNET-0jgr,MATHNET-00nb | MATHNET-04a3 | MATHNET-020y | MATHNET-0jye | MATHNET-0h1p | MATHNET-017c | MATHNET-0le9 | MATHNET-0bx8 | MATHNET-0752 | MATHNET-01kt,0.8374 | 0.8163 | 0.7814 | 0.7794 | 0.7696 | 0.7554 | 0.7495 | 0.7467 | 0.7435 | 0.7423
MATHNET-0jgz,MATHNET-0dps | MATHNET-00hy | MATHNET-03n8 | MATHNET-06xj | MATHNET-045v | MATHNET-01b8 | MATHNET-0c66 | MATHNET-077p | MATHNET-0bzc | MATHNET-03ln,0.8903 | 0.8778 | 0.8710 | 0.8378 | 0.8370 | 0.8273 | 0.8257 | 0.8246 | 0.8204 | 0.8174
MATHNET-0jh7,MATHNET-0kf4 | MATHNET-08yd | MATHNET-0kw5 | MATHNET-037b | MATHNET-032t | MATHNET-0jc8 | MATHNET-078n | MATHNET-00ok | MATHNET-0b2t | MATHNET-0h2a,0.8439 | 0.8390 | 0.8321 | 0.8195 | 0.8169 | 0.8004 | 0.7849 | 0.7828 | 0.7823 | 0.7793
MATHNET-0jht,MATHNET-0em4 | MATHNET-08x7 | MATHNET-0kq5 | MATHNET-0ia7 | MATHNET-0b1j | MATHNET-0j2y | MATHNET-0kqz | MATHNET-0axv | MATHNET-0kt8 | MATHNET-0aw2,0.8601 | 0.8499 | 0.8421 | 0.8331 | 0.8204 | 0.8153 | 0.8066 | 0.7843 | 0.7823 | 0.7733
